state_cd,2s,6,6,6,6,6,6,6
state_name,40s,California,California,California,California,California,California,California
"Total Thermoelectric Power total self-supplied withdrawals, surface water, in Mgal/d",16s,-,-,9629.62,12940.78,12627.32,6519.51,2820.81
"Total Thermoelectric Power total self-supplied withdrawals, fresh, in Mgal/d",16s,-,-,205.47,352.44,49.58,65.36,36.35
"Total Thermoelectric Power total self-supplied withdrawals, saline, in Mgal/d",16s,-,-,9449.26,12591.57,12587.58,6535.74,2839.2
"Total Thermoelectric Power total self-supplied withdrawals, total, in Mgal/d",16s,-,-,9654.73,12944.01,12637.16,6601.1,2875.55
"Total Thermoelectric Power total self-supplied withdrawals plus deliveries, in Mgal/d",16s,-,-,9659.99,-,-,-,2914.43
"Total Thermoelectric Power consumptive use, fresh, in Mgal/d",16s,66.7,6.45,9.67,-,-,-,64.44
"Total Thermoelectric Power consumptive use, saline, in Mgal/d",16s,5.75,37.66,19.46,-,-,-,25.29
"Total Thermoelectric Power total consumptive use, in Mgal/d",16s,72.45,44.11,29.13,-,-,-,89.73
"Total Thermoelectric Power power generated, in gigawatt-hours",16s,98913.13,88520.76,76008.02,-,56156.75,85431.59,110858.45
"Total Thermoelectric Power reclaimed wastewater, in Mgal/d",16s,-,-,0.26,-,-,-,15.56
Total Thermoelectric Power number of facilities,16s,-,61,59,-,-,-,126
"Fossil-fuel Thermoelectric Power self-supplied groundwater withdrawals, fresh, in Mgal/d",16s,8.71,4.48,3.49,-,-,-,-
"Fossil-fuel Thermoelectric Power self-supplied groundwater withdrawals, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Fossil-fuel Thermoelectric Power total self-supplied withdrawals, groundwater, in Mgal/d",16s,-,-,3.49,-,-,-,-
"Fossil-fuel Thermoelectric Power self-supplied surface-water withdrawals, fresh, in Mgal/d",16s,411.97,240.78,190.17,-,-,-,-
"Fossil-fuel Thermoelectric Power self-supplied surface-water withdrawals, saline, in Mgal/d",16s,8404.31,5905,4732.83,-,-,-,-
"Fossil-fuel Thermoelectric Power total self-supplied withdrawals, surface water, in Mgal/d",16s,8816.28,6145.78,4923,-,-,-,-
"Fossil-fuel Thermoelectric Power total self-supplied withdrawals, fresh, in Mgal/d",16s,420.68,245.26,193.66,-,-,-,-
"Fossil-fuel Thermoelectric Power total self-supplied withdrawals, saline, in Mgal/d",16s,-,-,4732.83,-,-,-,-
"Fossil-fuel Thermoelectric Power total self-supplied withdrawals, in Mgal/d",16s,-,-,4926.49,-,-,-,-
"Fossil-fuel Thermoelectric Power deliveries from public supply, in Mgal/d",16s,16.83,11.19,5.26,-,-,-,-
"Fossil-fuel Thermoelectric Power total self-supplied withdrawals plus deliveries, in Mgal/d",16s,-,-,4931.75,-,-,-,-
