state_cd,2s,49,49,49,49,49,49,49
state_name,40s,Utah,Utah,Utah,Utah,Utah,Utah,Utah
"Wastewater Treatment reclaimed wastewater released by public wastewater facilities, in Mgal/d",16s,-,-,-,-,-,-,-
"Irrigation, Total self-supplied surface-water withdrawals, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Irrigation, Total total self-supplied withdrawals, surface water, in Mgal/d",16s,-,-,3139.68,-,-,2725.6,2488.49
"Irrigation, Total total self-supplied withdrawals, fresh, in Mgal/d",16s,3586.04,3590.51,3533,3861.8,3996.28,3219.54,3025.32
"Irrigation, Total total self-supplied withdrawals, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Irrigation, Total total self-supplied withdrawals, in Mgal/d",16s,-,-,3533,-,-,3219.54,3025.32
"Irrigation, Total consumptive use, fresh, in Mgal/d",16s,1936.93,1929.41,1928.72,-,-,-,2061.64
"Irrigation, Total consumptive use, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Irrigation, Total total consumptive use, in Mgal/d",16s,-,-,1928.72,-,-,-,2061.64
"Irrigation, Total conveyance loss, in Mgal/d",16s,304.56,623.97,612.2,-,-,-,-
"Irrigation, Total sprinkler irrigation, in thousand acres",16s,174.13,457.15,411.25,526.1,573.99,624.86,609.04
"Irrigation, Total microirrigation, in thousand acres",16s,-,-,8.85,1.68,1.45,1.45,0.94
"Irrigation, Total surface irrigation, in thousand acres",16s,936.5,836.54,722.45,880.04,631.16,709.55,688.63
"Irrigation, Total total irrigation, in thousand acres",16s,-,-,1142.55,1407.82,1206.6,1335.86,1298.61
"Irrigation, Total reclaimed wastewater, in Mgal/d",16s,5.8,38.91,14.01,-,8.35,11.59,13.01
"Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d",16s,-,-,-,-,-,490.08,526.6
"Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d",16s,-,-,-,-,-,2709.31,2460.58
"Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d",16s,-,-,-,-,-,3199.39,2987.18
"Irrigation, Crop consumptive use for crops, fresh, in Mgal/d",16s,-,-,-,-,-,-,2040.43
"Irrigation, Crop conveyance loss for crops, in Mgal/d",16s,-,-,-,-,-,-,-
"Irrigation, Crop sprinkler irrigation for crops, in thousand acres",16s,-,-,-,-,-,615.4,596.71
"Irrigation, Crop microirrigation for crops, in thousand acres",16s,-,-,-,-,-,1.45,0.94
"Irrigation, Crop surface irrigation for crops, in thousand acres",16s,-,-,-,-,-,709.55,688.63
"Irrigation, Crop total irrigation for crops, in thousand acres",16s,-,-,-,-,-,1326.4,1286.28
"Irrigation, Crop reclaimed wastewater for crops, in Mgal/d",16s,-,-,-,-,-,6.56,8.6
"Irrigation, Golf Courses self-supplied groundwater withdrawals for golf courses, fresh, in Mgal/d",16s,-,-,-,-,-,3.86,10.23
"Irrigation, Golf Courses self-supplied surface-water withdrawals for golf courses, fresh, in Mgal/d",16s,-,-,-,-,-,16.29,27.91
